"page","image_no_on_page","file_name","src","alt","status","file_exists"
"cleft.html","5","cleft-01.jpg","assets/images/cleft-01.jpg","Лечение пациентов с расщелинами губы, нёба, лица | Москва, Одинцово | Center of Surgery","ok","yes"
"cleft.html","6","cleft-02.jpg","assets/images/cleft-02.jpg","Лечение пациентов с расщелинами губы, нёба, лица | Москва, Одинцово | Center of Surgery","ok","yes"
"cleft.html","7","cleft-03.jpg","assets/images/cleft-03.jpg","Лечение пациентов с расщелинами губы, нёба, лица | Москва, Одинцово | Center of Surgery","ok","yes"
"cleft.html","8","cleft-04.jpg","assets/images/cleft-04.jpg","Лечение пациентов с расщелинами губы, нёба, лица | Москва, Одинцово | Center of Surgery","ok","yes"
"cleft.html","9","cleft-05.jpg","assets/images/cleft-05.jpg","Лечение пациентов с расщелинами губы, нёба, лица | Москва, Одинцово | Center of Surgery","ok","yes"
"cleft.html","10","logo.png","logo.png","Center of Surgery","ok","yes"
"cleft.html","11","","","","empty-alt","yes"
"contacts.html","1","max.png","max.png","","empty-alt","yes"
"contacts.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"contacts.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"contacts.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"contacts.html","5","contacts-clinic.webp","assets/images/contacts-clinic.webp","Вход в клинику Center of Surgery в Одинцово","ok","yes"
"contacts.html","6","logo.png","logo.png","Center of Surgery","ok","yes"
"contacts.html","7","","","","empty-alt","yes"
"endolifting.html","1","max.png","max.png","","empty-alt","yes"
"endolifting.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"endolifting.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"endolifting.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"endolifting.html","5","endolifting-01.jpg","assets/images/endolifting-01.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","6","endolifting-02.jpg","assets/images/endolifting-02.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","7","endolifting-03.jpg","assets/images/endolifting-03.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","8","endolifting-04.jpg","assets/images/endolifting-04.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","9","endolifting-05.jpg","assets/images/endolifting-05.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","10","endolifting-06.jpg","assets/images/endolifting-06.jpg","Эндолифтинг лица, удаление комков Биша | Москва, Одинцово | Center of Surgery","ok","yes"
"endolifting.html","11","logo.png","logo.png","Center of Surgery","ok","yes"
"endolifting.html","12","","","","empty-alt","yes"
"exo.html","1","max.png","max.png","","empty-alt","yes"
"exo.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"exo.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"exo.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"exo.html","5","exo-hero.png","assets/images/exo-hero.png","Экзопротезирование лица","ok","yes"
"exo.html","6","exo-01.jpg","assets/images/exo-01.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","7","exo-02.jpg","assets/images/exo-02.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","8","exo-03.jpg","assets/images/exo-03.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","9","exo-04.jpg","assets/images/exo-04.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","10","exo-05.jpg","assets/images/exo-05.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","11","exo-06.jpg","assets/images/exo-06.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","12","exo-07.jpg","assets/images/exo-07.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","13","exo-08.jpg","assets/images/exo-08.jpg","Экзопротезирование лица | Москва, Одинцово | Center of Surgery","ok","yes"
"exo.html","14","logo.png","logo.png","Center of Surgery","ok","yes"
"exo.html","15","","","","empty-alt","yes"
"face_surgery.html","1","max.png","max.png","","empty-alt","yes"
"face_surgery.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"face_surgery.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"face_surgery.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"face_surgery.html","5","face_surgery-01.jpg","assets/images/face_surgery-01.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","6","face_surgery-02.jpg","assets/images/face_surgery-02.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","7","face_surgery-03.jpg","assets/images/face_surgery-03.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","8","face_surgery-04.jpg","assets/images/face_surgery-04.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","9","face_surgery-05.jpg","assets/images/face_surgery-05.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","10","face_surgery-06.jpg","assets/images/face_surgery-06.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","11","face_surgery-07.jpg","assets/images/face_surgery-07.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","12","face_surgery-08.jpg","assets/images/face_surgery-08.jpg","Эстетическая – пластическая хирургия лица | Москва, Одинцово | Center of Surgery","ok","yes"
"face_surgery.html","13","logo.png","logo.png","Center of Surgery","ok","yes"
"face_surgery.html","14","","","","empty-alt","yes"
"ilizarov_method.html","1","max.png","max.png","","empty-alt","yes"
"ilizarov_method.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"ilizarov_method.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"ilizarov_method.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"ilizarov_method.html","5","ilizarov_method-01.jpg","assets/images/ilizarov_method-01.jpg","Использование систем челюстных дистракторов по методу Илизарова | Москва, Одинцово | Center of Surgery","ok","yes"
"ilizarov_method.html","6","ilizarov_method-02.jpg","assets/images/ilizarov_method-02.jpg","Использование систем челюстных дистракторов по методу Илизарова | Москва, Одинцово | Center of Surgery","ok","yes"
"ilizarov_method.html","7","ilizarov_method-03.jpg","assets/images/ilizarov_method-03.jpg","Использование систем челюстных дистракторов по методу Илизарова | Москва, Одинцово | Center of Surgery","ok","yes"
"ilizarov_method.html","8","logo.png","logo.png","Center of Surgery","ok","yes"
"ilizarov_method.html","9","","","","empty-alt","yes"
"implantology.html","1","max.png","max.png","","empty-alt","yes"
"implantology.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"implantology.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"implantology.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"implantology.html","5","implantology-01.jpg","assets/images/implantology-01.jpg","Имплантология | Москва, Одинцово | Center of Surgery","ok","yes"
"implantology.html","6","implantology-02.jpg","assets/images/implantology-02.jpg","3D навигационная хирургия-имплантология","ok","yes"
"implantology.html","7","implantology-03.jpg","assets/images/implantology-03.jpg","Установка имплантатов на нижнюю челюсть справа с придвижением тройничного нерва – латерализация нижнелуночкового нерва","ok","yes"
"implantology.html","8","implantology-04.jpg","assets/images/implantology-04.jpg","Клинический пример имплантации и последующего протезирования","ok","yes"
"implantology.html","9","implantology-05.jpg","assets/images/implantology-05.jpg","Новые технологии в имплантологии: зубные имплантаты экзоскелетного типа","ok","yes"
"implantology.html","10","implantology-06.jpg","assets/images/implantology-06.jpg","Клинические примеры восстановления зубов на имплантатах","ok","yes"
"implantology.html","11","logo.png","logo.png","Center of Surgery","ok","yes"
"implantology.html","12","","","","empty-alt","yes"
"index.html","1","max.png","max.png","","empty-alt","yes"
"index.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"index.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"index.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"index.html","5","home-hero-clinic.webp","assets/images/home-hero-clinic.webp","Стационар Center of Surgery в Одинцово","ok","yes"
"index.html","6","service-card-exo.png","assets/images/service-card-exo.png","Экзопротезирование лица протезирование ушей, носа, пальцев","ok","yes"
"index.html","7","service-card-nose_surgery.png","assets/images/service-card-nose_surgery.png","Операции на нос","ok","yes"
"index.html","8","service-card-tmj_treatment.png","assets/images/service-card-tmj_treatment.png","Артрогнатология (Лечение ВНЧС)","ok","yes"
"index.html","9","service-card-implantology.png","assets/images/service-card-implantology.png","Имплантология","ok","yes"
"index.html","10","service-card-nasal_surgery.png","assets/images/service-card-nasal_surgery.png","Хирургия восстановления носового дыхания","ok","yes"
"index.html","11","service-card-microsurgical.png","assets/images/service-card-microsurgical.png","Микрохирургическая реконструкция отсутствующих частей лица","ok","yes"
"index.html","12","service-card-scars.png","assets/images/service-card-scars.png","Лечение пациентов с рубцами","ok","yes"
"index.html","13","service-card-cleft.png","assets/images/service-card-cleft.png","Лечение пациентов с расщелинами губы, неба, лица","ok","yes"
"index.html","14","service-card-tmj_dysfunction.png","assets/images/service-card-tmj_dysfunction.png","Лечение пациентов с дисфункцией ВНЧС","ok","yes"
"index.html","15","service-card-tmj.png","assets/images/service-card-tmj.png","Лечение ВНЧС","ok","yes"
"index.html","16","service-card-orthognathic_surgery.png","assets/images/service-card-orthognathic_surgery.png","Ортодонтическая амбулаторная хирургия","ok","yes"
"index.html","17","service-card-ilizarov_method.png","assets/images/service-card-ilizarov_method.png","Использование систем челюстных дистракторов по методу Илизарова","ok","yes"
"index.html","18","service-card-plastic_surgeries.png","assets/images/service-card-plastic_surgeries.png","Пластические операции: живот, грудь, ягодицы, икры, руки, ноги","ok","yes"
"index.html","19","service-card-alveolar.png","assets/images/service-card-alveolar.png","Восстановительные операции альвеолярного отростка верхней и нижней челюсти","ok","yes"
"index.html","20","service-card-face_surgery.png","assets/images/service-card-face_surgery.png","Эстетическая - пластическая хирургия лица","ok","yes"
"index.html","21","service-card-restoration.png","assets/images/service-card-restoration.png","Восстановление мягких тканей лица и костей лицевого скелета","ok","yes"
"index.html","22","service-card-surgical_dentistry.png","assets/images/service-card-surgical_dentistry.png","Хирургическая стоматология","ok","yes"
"index.html","23","service-card-bite_restoration.png","assets/images/service-card-bite_restoration.png","Восстановления прикуса и устранение челюстно лицевых деформаций","ok","yes"
"index.html","24","service-card-mouthguards.png","assets/images/service-card-mouthguards.png","Спортивные защитные индивидуальные капы","ok","yes"
"index.html","25","service-card-endolifting.png","assets/images/service-card-endolifting.png","Эндолифтинг лица, удаление комков Биша","ok","yes"
"index.html","26","doctor-trofimov-02.jpg","assets/images/doctor-trofimov-02.jpg","Трофимов Евгений Иванович","ok","yes"
"index.html","27","doctor-kravchenko-02.jpg","assets/images/doctor-kravchenko-02.jpg","Кравченко Дмитрий Валерьевич","ok","yes"
"index.html","28","home-trust-01.jpg","assets/images/home-trust-01.jpg","Авторитетность","ok","yes"
"index.html","29","home-trust-02.jpg","assets/images/home-trust-02.jpg","Опыт","ok","yes"
"index.html","30","home-trust-03.jpg","assets/images/home-trust-03.jpg","Многопрофильность","ok","yes"
"index.html","31","home-trust-04.jpg","assets/images/home-trust-04.jpg","База","ok","yes"
"index.html","32","logo.png","logo.png","Center of Surgery","ok","yes"
"index.html","33","max.png","max.png","","empty-alt","yes"
"index.html","34","","","","empty-alt","yes"
"kravchenko.html","1","max.png","max.png","","empty-alt","yes"
"kravchenko.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"kravchenko.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"kravchenko.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"kravchenko.html","5","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Дмитрий Валерьевич | Москва, Одинцово | Center of Surgery","ok","yes"
"kravchenko.html","6","kravchenko-01.jpg","assets/images/kravchenko-01.jpg","Кравченко Дмитрий Валерьевич","ok","yes"
"kravchenko.html","7","logo.png","logo.png","Center of Surgery","ok","yes"
"kravchenko.html","8","","","","empty-alt","yes"
"microsurgical.html","1","max.png","max.png","","empty-alt","yes"
"microsurgical.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"microsurgical.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"microsurgical.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"microsurgical.html","5","microsurgical-01.jpg","assets/images/microsurgical-01.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","6","microsurgical-02.jpg","assets/images/microsurgical-02.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","7","microsurgical-03.jpg","assets/images/microsurgical-03.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","8","microsurgical-04.jpg","assets/images/microsurgical-04.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","9","microsurgical-05.jpg","assets/images/microsurgical-05.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","10","microsurgical-06.jpg","assets/images/microsurgical-06.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","11","microsurgical-07.jpg","assets/images/microsurgical-07.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","12","microsurgical-08.jpg","assets/images/microsurgical-08.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","13","microsurgical-09.jpg","assets/images/microsurgical-09.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","14","microsurgical-10.jpg","assets/images/microsurgical-10.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","15","microsurgical-11.jpg","assets/images/microsurgical-11.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","16","microsurgical-12.jpg","assets/images/microsurgical-12.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","17","microsurgical-13.jpg","assets/images/microsurgical-13.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","18","microsurgical-14.jpg","assets/images/microsurgical-14.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","19","microsurgical-15.jpg","assets/images/microsurgical-15.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","20","microsurgical-16.jpg","assets/images/microsurgical-16.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","21","microsurgical-17.jpg","assets/images/microsurgical-17.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","22","microsurgical-18.jpg","assets/images/microsurgical-18.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","23","microsurgical-19.jpg","assets/images/microsurgical-19.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","24","microsurgical-20.jpg","assets/images/microsurgical-20.jpg","Микрохирургическая реконструкция отсутствующих частей лица | Center of Surgery","ok","yes"
"microsurgical.html","25","logo.png","logo.png","Center of Surgery","ok","yes"
"microsurgical.html","26","","","","empty-alt","yes"
"mouthguards.html","1","max.png","max.png","","empty-alt","yes"
"mouthguards.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"mouthguards.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"mouthguards.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"mouthguards.html","5","mouthguards-01.jpg","assets/images/mouthguards-01.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","6","mouthguards-02.jpg","assets/images/mouthguards-02.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","7","mouthguards-03.jpg","assets/images/mouthguards-03.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","8","mouthguards-04.jpg","assets/images/mouthguards-04.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","9","mouthguards-05.jpg","assets/images/mouthguards-05.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","10","mouthguards-06.jpg","assets/images/mouthguards-06.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","11","mouthguards-07.jpg","assets/images/mouthguards-07.jpg","Спортивные защитные индивидуальные капы | Москва, Одинцово | Center of Surgery","ok","yes"
"mouthguards.html","12","logo.png","logo.png","Center of Surgery","ok","yes"
"mouthguards.html","13","","","","empty-alt","yes"
"nasal_surgery.html","1","max.png","max.png","","empty-alt","yes"
"nasal_surgery.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"nasal_surgery.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"nasal_surgery.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"nasal_surgery.html","5","nasal_surgery-01.jpg","assets/images/nasal_surgery-01.jpg","Хирургия восстановления носового дыхания | Москва, Одинцово | Center of Surgery","ok","yes"
"nasal_surgery.html","6","nasal_surgery-02.jpg","assets/images/nasal_surgery-02.jpg","Хирургия восстановления носового дыхания | Москва, Одинцово | Center of Surgery","ok","yes"
"nasal_surgery.html","7","logo.png","logo.png","Center of Surgery","ok","yes"
"nasal_surgery.html","8","","","","empty-alt","yes"
"newtech_ekzo.html","1","max.png","max.png","","empty-alt","yes"
"newtech_ekzo.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_ekzo.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"newtech_ekzo.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"newtech_ekzo.html","5","newtech_ekzo-01.jpg","assets/images/newtech_ekzo-01.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","6","newtech_ekzo-02.jpg","assets/images/newtech_ekzo-02.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","7","newtech_ekzo-03.jpg","assets/images/newtech_ekzo-03.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","8","newtech_ekzo-04.jpg","assets/images/newtech_ekzo-04.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","9","newtech_ekzo-05.jpg","assets/images/newtech_ekzo-05.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","10","newtech_ekzo-06.jpg","assets/images/newtech_ekzo-06.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","11","newtech_ekzo-07.jpg","assets/images/newtech_ekzo-07.jpg","Новые технологии в экзопротезировании | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_ekzo.html","12","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_ekzo.html","13","","","","empty-alt","yes"
"newtech_imp.html","1","max.png","max.png","","empty-alt","yes"
"newtech_imp.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_imp.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"newtech_imp.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"newtech_imp.html","5","newtech_imp-01.jpg","assets/images/newtech_imp-01.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","6","newtech_imp-02.jpg","assets/images/newtech_imp-02.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","7","newtech_imp-03.jpg","assets/images/newtech_imp-03.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","8","newtech_imp-04.jpg","assets/images/newtech_imp-04.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","9","newtech_imp-05.jpg","assets/images/newtech_imp-05.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","10","newtech_imp-06.jpg","assets/images/newtech_imp-06.jpg","Новые технологи в имплантологии | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_imp.html","11","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_imp.html","12","","","","empty-alt","yes"
"newtech_tmj.html","1","max.png","max.png","","empty-alt","yes"
